user_id,raw_date,num_day,num_frn,num_frn_des,num_frn_n2,num_frn_n3,num_frn_n,max_freq_n2,max_freq_n3,num_n2,num_n3,num_tag,num_tag2,num_nick,frn_ok
yally,2009-04-18,9,20,18,14,0,14,9,0,2,0,3,11,1,1
yachang815,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
y790930,2009-04-18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
xram,2009-04-18,8,1,1,0,0,0,0,0,0,0,0,0,1,1
xoldcar,2009-04-18,4,20,17,11,0,11,11,0,1,0,2,0,0,1
xmilkcloudx,2009-04-18,8,20,18,17,3,17,17,2,1,2,11,6,3,1
xeon,2009-04-18,8,8,8,5,0,5,3,0,2,0,1,3,3,1
xellosiris,2009-04-18,7,5,5,0,0,0,0,0,0,0,3,0,0,1
wwater,2009-04-18,6,73,69,58,7,60,63,3,4,3,17,19,4,1
wthomasu,2009-04-18,7,50,35,21,0,21,11,0,2,0,17,6,2,1
wowwahaha,2009-04-18,8,12,12,3,0,3,3,0,1,0,5,4,4,1
worlda,2009-04-18,7,20,19,4,1,4,4,1,1,1,5,7,3,1
world53030,2009-04-18,7,15,14,4,1,5,4,1,1,1,3,5,4,1
woodenufo,2009-04-18,7,20,17,0,0,0,0,0,0,0,4,3,4,1
WONBIN,2009-04-18,4,11,9,3,0,3,3,0,1,0,0,0,3,1
womanizer,2009-04-18,6,114,87,68,11,68,50,8,5,2,33,22,11,1
wl147258,2009-04-18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
wings9920,2009-04-18,7,20,17,10,0,10,10,0,1,0,7,1,2,1
windsylph,2009-04-18,5,8,6,2,0,2,2,0,1,0,1,1,1,1
windskorver,2009-04-18,7,20,20,17,0,17,17,0,1,0,9,5,1,1
willyben,2009-04-18,15,12,12,10,0,10,6,0,2,0,6,1,0,1
whyknow,2009-04-18,4,20,16,11,0,11,11,0,1,0,4,1,3,1
whale293,2009-04-18,2,20,20,6,2,6,3,2,2,1,6,3,6,1
wfuw,2009-04-18,15,20,18,3,2,4,3,1,1,2,14,7,4,1
WestGirlI,2009-04-18,7,20,18,7,0,7,5,0,2,0,8,7,8,1
wenhongwang3,2009-04-18,6,9,9,5,0,5,4,0,2,0,1,4,2,1
wendythecute,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
wendelrick,2009-04-18,7,46,40,3,2,3,3,2,1,1,5,7,5,1
wen0908,2009-04-18,14,0,0,0,0,0,0,0,0,0,0,0,0,0
welie2006,2009-04-18,3,15,11,8,0,8,8,0,1,0,4,2,0,1
weiyang,2009-04-18,8,9,7,0,0,0,0,0,0,0,3,5,0,1
we81096,2009-04-18,7,12,9,0,0,0,0,0,0,0,1,0,4,1
wbgdfukdls,2009-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wapl,2009-04-18,5,20,18,9,0,9,7,0,2,0,2,6,3,1
wakaranai,2009-04-18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
wait1987,2009-04-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0
vv22,2009-04-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
vul3zp,2009-04-18,7,83,80,65,0,65,49,0,3,0,28,21,10,1
vul3fu6,2009-04-18,7,20,18,17,1,17,13,1,2,1,4,8,3,1
vivianhsusue,2009-04-18,6,20,18,0,0,0,0,0,0,0,6,4,5,1
vicky84073,2009-04-18,7,4,4,0,0,0,0,0,0,0,2,1,1,1
viajeacelina,2009-04-18,5,8,7,3,0,3,3,0,1,0,1,3,0,1
venustree,2009-04-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vegetable70,2009-04-18,8,3,2,0,0,0,0,0,0,0,3,2,0,1
vanick,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
vango,2009-04-18,8,39,30,10,0,10,5,0,3,0,15,10,1,1
v280096,2009-04-18,14,186,131,86,26,86,75,25,5,2,23,32,15,1
v1982326,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
utena,2009-04-18,8,20,17,4,0,4,4,0,1,0,7,5,2,1
usdoll2005,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
unique751224,2009-04-18,6,2,2,2,0,2,2,0,1,0,0,0,0,1
ubeatr32,2009-04-18,7,14,10,3,0,3,3,0,1,0,5,4,1,1
u825,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tzling,2009-04-18,9,18,17,13,1,14,13,1,1,1,4,13,1,1
tyui1213,2009-04-18,7,18,14,2,3,5,2,3,1,1,3,3,4,1
tyn0314,2009-04-18,6,20,19,16,0,16,15,0,3,0,8,7,1,1
tyludec,2009-04-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
twlife,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
twins,2009-04-18,2,20,16,2,0,2,2,0,1,0,7,10,4,1
tuesday710,2009-04-18,8,13,13,4,1,4,4,1,1,1,6,1,1,1
tts1984,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tt790506,2009-04-18,7,7,5,3,1,3,3,1,1,1,3,0,0,1
tsung413,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tseng40,2009-04-18,3,11,9,0,0,0,0,0,0,0,3,1,1,1
truthhkum,2009-04-18,6,4,3,0,0,0,0,0,0,0,2,0,3,1
trump,2009-04-18,8,20,14,5,0,5,5,0,1,0,9,11,5,1
TrCy,2009-04-18,7,20,5,0,0,0,0,0,0,0,2,2,0,1
tramulary,2009-04-18,6,20,20,5,0,5,5,0,1,0,8,3,6,1
tp6jo60,2009-04-18,8,0,0,0,0,0,0,0,0,0,0,0,0,0
toroayu,2009-04-18,10,0,0,0,0,0,0,0,0,0,0,0,0,0
tony60437,2009-04-18,6,20,19,8,0,8,4,0,2,0,7,1,4,1
TOMPARIS,2009-04-18,3,12,12,0,2,2,0,2,0,1,5,3,2,1
tommyf22a,2009-04-18,6,19,17,4,1,4,2,1,2,1,8,1,3,1
toma510,2009-04-18,7,21,20,2,0,2,2,0,1,0,5,1,1,1
titanick,2009-04-18,7,20,19,9,0,9,9,0,1,0,7,3,2,1
tinyu,2009-04-18,4,20,18,12,0,12,12,0,1,0,6,8,5,1
ting83001,2009-04-18,5,10,9,0,0,0,0,0,0,0,6,3,2,1
tina11261989,2009-04-18,6,20,19,15,0,15,14,0,2,0,3,5,2,1
tina10045555,2009-04-18,8,20,16,9,0,9,7,0,2,0,3,1,3,1
tina091768,2009-04-18,15,0,0,0,0,0,0,0,0,0,0,0,0,0
tim814,2009-04-18,14,20,17,4,0,4,4,0,1,0,2,1,4,1
Tierry,2009-04-18,6,68,53,4,1,4,2,1,2,1,11,11,3,1
threeleafs,2009-04-18,8,19,14,0,0,0,0,0,0,0,3,2,6,1
theworld2004,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
thelittleban,2009-04-18,6,20,18,0,0,0,0,0,0,0,4,3,1,1
thekingofsea,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
tenzan,2009-04-18,7,20,20,0,0,0,0,0,0,0,7,11,4,1
tef1987,2009-04-18,7,20,16,0,0,0,0,0,0,0,7,4,8,1
teena,2009-04-18,10,20,16,8,0,8,4,0,2,0,8,2,3,1
TEEM,2009-04-18,7,1,0,0,0,0,0,0,0,0,0,0,0,1
tcstyle,2009-04-18,15,0,0,0,0,0,0,0,0,0,0,0,0,0
tb9413025,2009-04-18,7,10,8,5,0,5,5,0,1,0,3,1,1,1
tatty,2009-04-18,8,0,0,0,0,0,0,0,0,0,0,0,0,0
tattoochilli,2009-04-18,2,20,16,6,0,6,4,0,2,0,2,5,5,1
tata75513,2009-04-18,8,0,0,0,0,0,0,0,0,0,0,0,0,0
tands900,2009-04-18,6,20,20,10,1,10,4,1,3,1,14,8,5,1
taltalchain,2009-04-18,6,10,8,2,0,2,2,0,1,0,5,3,2,1
takobite,2009-04-18,9,10,9,2,0,2,2,0,1,0,1,3,3,1
tabo39,2009-04-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
t75200,2009-04-18,7,27,24,5,0,5,3,0,2,0,5,4,5,1
t0i8n1a6,2009-04-18,12,0,0,0,0,0,0,0,0,0,0,0,0,0
szumeiwei,2009-04-18,7,20,16,6,0,6,6,0,1,0,6,6,3,1
suyusian,2009-04-18,8,6,4,2,0,2,2,0,1,0,1,1,0,1
suvivi,2009-04-18,7,12,9,3,0,3,3,0,1,0,3,4,1,1
SUSU75816,2009-04-18,15,19,19,10,0,10,7,0,3,0,8,5,3,1
suri,2009-04-18,6,15,14,5,0,5,3,0,2,0,9,9,4,1
super696x,2009-04-18,18,20,20,10,0,10,10,0,1,0,8,3,1,1
sunsky,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
sunnyincloud,2009-04-18,8,22,18,9,0,9,7,0,2,0,6,7,5,1
sunnygreat,2009-04-18,9,31,25,7,0,7,7,0,1,0,11,6,1,1
sunnyei,2009-04-18,8,20,18,7,0,7,7,0,1,0,7,8,4,1
sunfeng,2009-04-18,7,11,10,4,2,6,2,2,2,1,5,2,3,1
summersnow87,2009-04-18,7,11,9,7,0,7,7,0,1,0,4,1,0,1
summerq,2009-04-18,4,20,19,7,0,7,7,0,2,0,12,5,2,1
summerhot61,2009-04-18,7,31,23,13,0,13,10,0,2,0,12,9,3,1
summer760226,2009-04-18,7,45,40,36,0,36,25,0,2,0,9,12,3,1
sumimoto,2009-04-18,7,2,2,0,0,0,0,0,0,0,1,0,0,1
suden,2009-04-18,7,12,11,6,0,6,6,0,1,0,5,6,1,1
stonehot,2009-04-18,7,1,1,0,0,0,0,0,0,0,1,0,1,1
stom,2009-04-18,10,46,37,9,0,9,4,0,3,0,23,9,3,1
stmkesl,2009-04-18,7,8,6,0,0,0,0,0,0,0,3,2,2,1
sthp,2009-04-18,1,20,19,0,0,0,0,0,0,0,11,6,5,1
steve139201,2009-04-18,7,16,13,0,0,0,0,0,0,0,5,4,2,1
starvstree,2009-04-18,7,20,19,10,2,10,10,2,1,1,8,11,2,1
starshin,2009-04-18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
starblue99,2009-04-18,5,20,17,7,0,7,7,0,1,0,4,5,2,1
stalinone,2009-04-18,8,6,3,0,0,0,0,0,0,0,1,0,0,1
staceyma,2009-04-18,7,8,8,3,0,3,3,0,1,0,2,1,2,1
sssjacky1018,2009-04-18,15,13,11,6,0,6,6,0,1,0,2,3,4,1
srwalpha,2009-04-18,8,20,19,4,0,4,2,0,2,0,11,6,6,1
sroach,2009-04-18,6,9,9,3,0,3,3,0,1,0,4,4,4,1
squll,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
squirrel52,2009-04-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
spfy,2009-04-18,5,20,18,8,0,8,4,0,3,0,9,3,5,1
sp830,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
soyolin,2009-04-18,5,14,11,0,0,0,0,0,0,0,3,7,2,1
soychera,2009-04-18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
sorrowdream,2009-04-18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
soloist,2009-04-18,7,20,19,13,0,13,10,0,2,0,6,9,2,1
sodamilktea,2009-04-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
snwn,2009-04-18,10,0,0,0,0,0,0,0,0,0,0,0,0,0
snowcyn32,2009-04-18,18,20,18,11,0,11,6,0,3,0,1,2,6,1
snow221,2009-04-18,3,18,13,12,0,12,10,0,2,0,3,2,1,1
snoopysam,2009-04-18,7,20,19,9,0,9,6,0,2,0,11,11,1,1
snoobi0809,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
snake111,2009-04-18,5,2,1,0,0,0,0,0,0,0,1,1,0,1
smilysilence,2009-04-18,2,20,15,6,0,6,4,0,2,0,15,7,5,1
smilelarry,2009-04-18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
smapvest,2009-04-18,6,20,17,3,1,3,3,1,1,1,10,5,4,1
smallpioneer,2009-04-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
small2736,2009-04-18,7,20,17,0,0,0,0,0,0,0,1,2,3,1
smaljohn,2009-04-18,8,54,44,32,0,32,24,0,2,0,11,5,0,1
sm1831azx,2009-04-18,15,44,35,32,3,32,27,2,4,2,10,7,2,1
slytherind,2009-04-18,8,0,0,0,0,0,0,0,0,0,0,0,0,0
SLPG,2009-04-18,8,81,72,48,0,48,40,0,3,0,28,23,9,1
slp515,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
skysky0603,2009-04-18,7,15,12,9,0,9,6,0,2,0,1,2,3,1
skyshika,2009-04-18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
sky955322,2009-04-18,7,20,20,14,3,15,14,2,2,2,9,6,2,1
skks,2009-04-18,6,20,20,11,0,11,7,0,3,0,3,5,3,1
skgic,2009-04-18,8,9,8,0,0,0,0,0,0,0,2,1,1,1
sk789654,2009-04-18,8,4,4,0,0,0,0,0,0,0,1,1,3,1
sivam,2009-04-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0
siriusxiii,2009-04-18,2,17,17,0,0,0,0,0,0,0,9,2,3,1
siranui,2009-04-18,7,2,2,2,1,2,2,1,1,1,2,0,0,1
sinrei,2009-04-18,10,4,4,0,0,0,0,0,0,0,2,2,0,1
sinon7626,2009-04-18,7,14,9,2,0,2,2,0,1,0,2,1,2,1
simple11,2009-04-18,14,20,19,3,0,3,3,0,1,0,5,4,4,1
simeng18,2009-04-18,8,29,27,5,0,5,3,0,2,0,8,9,4,1
silvia1112,2009-04-18,7,11,10,4,2,6,4,2,1,1,6,7,0,1
silveriii,2009-04-18,7,6,6,2,0,2,2,0,1,0,2,4,2,1
silpheed,2009-04-18,15,0,0,0,0,0,0,0,0,0,0,0,0,0
siewcheng,2009-04-18,1,9,5,2,0,2,2,0,1,0,0,1,1,1
sibaaoi,2009-04-18,8,19,16,6,0,6,3,0,2,0,4,5,2,1
siaoyu,2009-04-18,8,20,19,19,0,19,20,0,1,0,7,5,2,1
shumetheny,2009-04-18,8,1225,1097,313,40,319,280,21,6,5,70,39,50,1
shsb,2009-04-18,7,20,18,5,0,5,5,0,1,0,3,5,3,1
showcool,2009-04-18,6,16,14,10,0,10,8,0,2,0,6,1,0,1
shovide,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
shoes1117,2009-04-18,14,20,18,11,2,11,8,1,2,2,12,7,4,1
shiuansin,2009-04-18,7,20,16,3,1,3,3,1,1,1,4,4,3,1
shinshou,2009-04-18,7,8,8,3,0,3,3,0,1,0,6,7,2,1
shingou,2009-04-18,7,3,2,0,0,0,0,0,0,0,2,0,1,1
shinemimi,2009-04-18,15,0,0,0,0,0,0,0,0,0,0,0,0,0
shinemi,2009-04-18,15,20,20,0,0,0,0,0,0,0,13,14,3,1
shinejessica,2009-04-18,8,0,0,0,0,0,0,0,0,0,0,0,0,0
shigure,2009-04-18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
shiau1118,2009-04-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
shengail,2009-04-18,12,20,18,16,0,16,14,0,2,0,7,13,2,1
sheng3476,2009-04-18,8,8,6,4,1,4,4,1,1,1,3,4,0,1
sheep0814,2009-04-18,6,1,1,0,0,0,0,0,0,0,1,0,0,1
shawn,2009-04-18,5,20,17,9,2,10,5,1,2,2,9,5,1,1
sharewilliam,2009-04-18,4,3,2,0,0,0,0,0,0,0,2,1,0,1
shakepudding,2009-04-18,7,20,20,4,0,4,4,0,1,0,6,6,0,1
sgracee,2009-04-18,7,37,28,0,0,0,0,0,0,0,7,7,5,1
SEULSHIN,2009-04-18,6,20,17,0,0,0,0,0,0,0,2,3,2,1
serenetigris,2009-04-18,7,33,30,21,1,21,21,1,2,1,15,14,5,1
serene0923,2009-04-18,7,11,9,4,0,4,2,0,2,0,2,3,3,1
sentenpris,2009-04-18,8,20,20,17,5,20,17,3,1,2,2,7,0,1
seau,2009-04-18,15,20,19,4,0,4,2,0,2,0,4,5,3,1
scottx,2009-04-18,7,16,14,0,5,5,0,5,0,1,9,1,3,1
scorpian,2009-04-18,10,197,150,77,24,77,29,9,9,6,51,26,7,1
science1012,2009-04-18,6,20,17,7,0,7,4,0,3,0,4,4,6,1
schneller,2009-04-18,7,20,19,2,7,9,2,5,1,2,3,5,2,1
schmetter1in,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
schlob,2009-04-18,7,20,19,11,0,11,9,0,2,0,13,9,5,1
sasbluesea,2009-04-18,6,1,0,0,0,0,0,0,0,0,0,0,0,1
sandy30716,2009-04-18,7,20,20,19,0,19,12,0,4,0,3,8,4,1
sadjack,2009-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saddecember,2009-04-18,8,11,11,2,2,2,2,2,1,1,3,3,2,1
s87182000,2009-04-18,7,19,17,17,0,17,11,0,2,0,1,1,1,1
s8656025,2009-04-18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
s850068cat,2009-04-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
s61635,2009-04-18,8,20,20,0,4,4,0,4,0,1,9,10,4,1
s00888,2009-04-18,7,14,12,6,0,6,3,0,2,0,3,2,2,1
rustlewind,2009-04-18,5,20,16,5,0,5,5,0,1,0,2,5,2,1
rushcat,2009-04-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
runinyuh,2009-04-18,6,20,20,4,0,4,2,0,2,0,12,3,3,1
ru86,2009-04-18,15,0,0,0,0,0,0,0,0,0,0,0,0,0
rqqq,2009-04-18,7,7,5,3,0,3,3,0,1,0,2,2,1,1
rosyasia,2009-04-18,14,12,9,6,0,6,6,0,1,0,1,4,0,1
ronny1020,2009-04-18,8,3,3,3,1,3,3,1,1,1,3,2,0,1
ronica90274,2009-04-18,14,20,19,0,1,1,0,1,0,1,8,4,6,1
rongeorge,2009-04-18,7,20,20,14,0,14,12,0,2,0,4,3,2,1
rogerwilly,2009-04-18,8,20,17,12,0,12,7,0,2,0,4,4,1,1
rogerandandy,2009-04-18,4,20,17,3,4,5,3,2,1,2,7,8,4,1
rocktoken,2009-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roadmana,2009-04-18,6,70,64,14,5,18,8,2,3,4,27,19,17,1
ritadeng2,2009-04-18,7,20,20,3,0,3,3,0,1,0,9,6,2,1
rit7412,2009-04-18,9,20,19,9,0,9,9,0,1,0,4,9,4,1
rikarika,2009-04-18,17,14,13,5,0,5,5,0,1,0,4,4,1,1
RichardEX,2009-04-18,6,12,10,2,1,2,2,1,1,1,9,0,1,1
REALESTATE,2009-04-18,4,14,12,12,0,12,9,0,2,0,6,3,2,1
rd1424,2009-04-18,6,20,18,6,0,6,6,0,1,0,15,6,3,1
ralfolo,2009-04-18,7,20,16,0,1,1,0,1,0,1,4,5,4,1
rainsummer,2009-04-18,8,20,16,8,1,8,8,1,1,1,11,5,2,1
rainnybear,2009-04-18,6,20,20,7,0,7,7,0,1,0,4,8,6,1
rainbow014,2009-04-18,6,20,19,8,4,10,8,2,1,2,9,4,1,1
racing,2009-04-18,7,20,20,15,0,15,15,0,1,0,9,8,5,1
rabetglobo,2009-04-18,10,0,0,0,0,0,0,0,0,0,0,0,0,0
R8080808,2009-04-18,4,0,0,0,0,0,0,0,0,0,0,0,0,0
qychen11,2009-04-18,6,20,19,3,1,4,3,1,1,1,8,2,5,1
queena123,2009-04-18,10,20,19,15,0,15,15,0,1,0,8,4,4,1
qscgyj159,2009-04-18,7,7,6,2,0,2,2,0,1,0,3,5,0,1
QQbabyduck,2009-04-18,6,36,34,0,0,0,0,0,0,0,8,10,12,1
qq00012333,2009-04-18,7,6,4,0,0,0,0,0,0,0,1,1,1,1
qoowinnie,2009-04-18,6,33,30,16,0,16,8,0,4,0,6,3,0,1
QingCheng,2009-04-18,5,4,4,4,0,4,4,0,1,0,0,0,0,1
QGENKIQ,2009-04-18,10,0,0,0,0,0,0,0,0,0,0,0,0,0
qblue1,2009-04-18,8,20,19,10,0,10,6,0,3,0,8,6,0,1
qaq,2009-04-18,6,20,18,9,2,9,9,1,1,2,4,6,1,1
q96323,2009-04-18,0,20,19,13,0,13,13,0,1,0,4,3,1,1
q123220,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
purple0829,2009-04-18,6,20,19,3,0,3,3,0,1,0,3,5,4,1
puppyjaw,2009-04-18,15,16,11,4,0,4,4,0,1,0,5,7,1,1
pumpkinya,2009-04-18,7,54,45,19,2,21,19,2,1,1,22,21,7,1
puddy,2009-04-18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ptghs,2009-04-18,3,20,18,16,0,16,12,0,2,0,5,7,5,1
pt928ms19,2009-04-18,7,7,5,0,0,0,0,0,0,0,3,2,2,1
promiseml,2009-04-18,7,9,7,0,0,0,0,0,0,0,0,1,3,1
Princess1024,2009-04-18,18,20,9,4,0,4,4,0,1,0,1,2,3,1
ppmonster,2009-04-18,7,20,18,3,0,3,3,0,1,0,7,5,2,1
pphil,2009-04-18,15,13,11,0,0,0,0,0,0,0,5,1,2,1
poordennis,2009-04-18,7,61,55,25,2,25,16,1,3,2,23,17,10,1
pony5415,2009-04-18,1,59,56,27,0,27,27,0,2,0,25,20,5,1
pony222324,2009-04-18,8,16,12,2,1,2,2,1,1,1,2,1,4,1
pony10827,2009-04-18,18,20,14,0,0,0,0,0,0,0,4,1,4,1
pomelo324,2009-04-18,10,20,16,6,3,7,6,2,1,2,7,8,3,1
polomarco,2009-04-18,6,8,7,3,0,3,3,0,1,0,8,4,3,1
point0321,2009-04-18,7,1,1,0,0,0,0,0,0,0,1,0,0,1
poi987poi987,2009-04-18,7,20,18,15,2,16,15,2,1,1,5,2,2,1
pobby,2009-04-18,11,39,35,13,3,16,11,3,2,1,16,11,5,1
plustw,2009-04-18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
plokm96lucky,2009-04-18,7,11,10,0,0,0,0,0,0,0,1,1,2,1
plmo,2009-04-18,4,0,0,0,0,0,0,0,0,0,0,0,0,0
player,2009-04-18,7,7,7,0,1,1,0,1,0,1,4,5,3,1
piumage,2009-04-18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
pipilen,2009-04-18,14,0,0,0,0,0,0,0,0,0,0,0,0,0
pinky586228,2009-04-18,6,17,15,12,0,12,9,0,2,0,3,0,2,1
pink02,2009-04-18,7,39,36,21,1,21,8,1,7,1,14,13,8,1
pingu741025,2009-04-18,7,13,11,0,0,0,0,0,0,0,6,1,2,1
pingiwang,2009-04-18,6,39,30,9,0,9,7,0,2,0,10,10,3,1
pigyang02,2009-04-18,8,20,19,13,2,13,7,1,2,2,10,5,2,1
phoenix821,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
peuu1983,2009-04-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
peter506g,2009-04-18,5,13,11,0,0,0,0,0,0,0,4,0,2,1
peter50216,2009-04-18,6,8,6,0,0,0,0,0,0,0,2,1,0,1
penny790310,2009-04-18,14,17,15,12,1,12,9,1,2,1,4,4,0,1
penguinmic,2009-04-18,7,20,18,5,0,5,5,0,1,0,5,1,4,1
pelinwang,2009-04-18,8,8,7,2,0,2,2,0,1,0,1,3,2,1
pei831,2009-04-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
peefly,2009-04-18,8,20,17,8,0,8,8,0,2,0,10,4,1,1
pedcheng,2009-04-18,7,1,1,0,0,0,0,0,0,0,2,0,0,1
pecko,2009-04-18,11,20,16,5,0,5,2,0,3,0,10,4,4,1
pebble,2009-04-18,6,19,15,9,0,9,4,0,3,0,8,9,3,1
peachwang,2009-04-18,5,20,18,4,3,5,4,2,1,2,10,3,3,1
peace,2009-04-18,7,20,19,6,0,6,6,0,1,0,8,6,3,1
pcs8951504,2009-04-18,6,20,19,5,7,7,5,3,1,3,7,1,1,1
pararealq,2009-04-18,6,20,18,0,0,0,0,0,0,0,7,4,3,1
PAEAN,2009-04-18,6,15,11,3,0,3,3,0,1,0,3,2,2,1
pacifistboy,2009-04-18,8,3,3,0,0,0,0,0,0,0,1,4,1,1
pacers07,2009-04-18,6,20,17,15,0,15,12,0,2,0,4,6,0,1
paao,2009-04-18,7,20,19,6,5,11,6,3,1,2,11,8,3,1
paa0,2009-04-18,7,10,9,3,0,3,3,0,1,0,5,3,0,1
p61012,2009-04-18,18,19,16,4,0,4,4,0,1,0,2,5,6,1
p1985,2009-04-18,7,13,13,11,0,11,9,0,2,0,9,9,4,1
p0937402090,2009-04-18,5,20,13,6,0,6,6,0,1,0,4,1,1,1
oxfranklin,2009-04-18,7,20,17,12,0,12,10,0,2,0,7,2,2,1
owenlai,2009-04-18,7,11,9,0,0,0,0,0,0,0,6,4,2,1
ovivian3,2009-04-18,8,20,19,5,0,5,3,0,2,0,5,6,4,1
osaka,2009-04-18,7,5,4,0,0,0,0,0,0,0,1,0,0,1
orangekic,2009-04-18,8,20,16,11,1,12,9,1,2,1,5,5,2,1
orange0506,2009-04-18,6,20,16,7,0,7,7,0,1,0,10,5,1,1
ooyanoo,2009-04-18,8,15,15,12,1,12,11,1,2,1,5,2,2,1
ooxxo99,2009-04-18,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ooochiuooo,2009-04-18,8,20,16,0,0,0,0,0,0,0,4,5,1,1
onlystyle67,2009-04-18,7,39,36,23,0,23,14,0,5,0,12,9,8,1
onlyly,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
onepiece1712,2009-04-18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
omaiwei,2009-04-18,8,65,48,27,3,27,13,2,3,2,26,17,5,1
okdvxqdx,2009-04-18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ok1009,2009-04-18,5,20,17,8,0,8,4,0,2,0,6,7,4,1
ohyaduncan,2009-04-18,15,0,0,0,0,0,0,0,0,0,0,0,0,0
ohana114315,2009-04-18,5,3,3,3,0,3,5,0,1,0,2,1,0,1
ogihci,2009-04-18,6,20,17,10,0,10,4,0,3,0,12,13,0,1
ododod,2009-04-18,0,20,20,6,2,7,4,1,2,2,9,3,5,1
obstimistic,2009-04-18,8,20,19,4,0,4,5,0,1,0,0,6,2,1
obiwan,2009-04-18,7,14,12,3,5,8,3,5,1,1,4,2,1,1
nov1127,2009-04-18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
notworth,2009-04-18,7,0,0,0,0,0,0,0,0,0,0,0,0,0
noopy77,2009-04-18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
noirallure,2009-04-18,7,6,5,2,1,2,2,1,1,1,1,1,0,1
noguchi,2009-04-18,7,13,8,2,0,2,2,0,1,0,7,2,3,1
nixing,2009-04-18,7,5,4,2,0,2,2,0,1,0,4,1,1,1
nioway,2009-04-18,7,5,4,0,0,0,0,0,0,0,2,1,1,1
ningmilk,2009-04-18,7,20,17,10,0,10,8,0,2,0,6,3,0,1
nineteen,2009-04-18,7,20,18,11,4,11,7,3,2,2,6,5,8,1
nimiky,2009-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
niko907,2009-04-18,10,0,0,0,0,0,0,0,0,0,0,0,0,0
nightblame,2009-04-18,8,1,0,0,0,0,0,0,0,0,0,0,0,1
nien77,2009-04-18,6,77,66,27,12,31,19,4,4,4,21,33,10,1
nico10198,2009-04-18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
nicholaswei,2009-04-18,14,0,0,0,0,0,0,0,0,0,0,0,0,0
newwander,2009-04-18,9,12,11,10,0,10,10,0,1,0,3,4,0,1
neverblue,2009-04-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0
